method_id,display_name,original_method_name,candidate_family,comparison_tier,include_primary,training_scale,architecture,training_tfrecord,evaluation_tfrecord,objective_summary,uses_speed,uses_grad,uses_levelset,uses_crit,uses_e2,repaired_status,historical_alias,data_out_dir,idx_path,data_gt_path,data_sr_path,cheap_eval_csv,cheap_eval_resolution,cheap_pairwise_csv,topology_results_csv,topology_results_resolution,topology_comparison_csv,topology_pd_source_column,topology_mt_source_column,topology_schema_status,cheap_report,topology_report,row_count_cheap,row_count_topology,sample_index_status,ssim_status,idx_validation_status,input_alignment_status,gt_alignment_status,sr_shape_status,sr_finiteness_status,topology_mean_pd,topology_mean_mt,expected_pd,expected_mt,validation_status,notes
candidate_b,Candidate B (full scalar-field proxy scaffold),candidateB_expanded2688,B_full,primary_2688_native_tf,True,2688,native_tf,example_data_topology_expanded_2688/wind_MR-HR.tfrecord,example_data_fixed/wind_MR-HR.tfrecord,L_uv + 0.01 L_speed + 0.05 L_grad + 0.25 L_levelset.,True,True,True,False,False,not_applicable,,data_out/wind_finetune_candidateB_expanded2688,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateB_expanded2688/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateB_expanded2688/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateB_expanded2688/dataSR.npy,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateB_expanded2688_eval/all_sample_metrics_candidateB_expanded2688.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateB_expanded2688_eval/pairwise_cnn_vs_candidateB_expanded2688.csv,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateB_expanded2688_topology/candidateB_expanded2688_pd_mt_distances.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateB_expanded2688_topology/candidateB_expanded2688_topology_comparison.csv,pd_distance_candidateB_expanded2688,mt_distance_candidateB_expanded2688,exact_method_suffixed_columns,docs/topology_finetuning_candidateB_expanded2688_eval.md,docs/topology_finetuning_candidateB_expanded2688_topology_eval.md,168,168,exact_0_167,unavailable_global_dependency (0/168),exact_0_167,exact,exact,exact,all_finite,22.706997671157215,6.161181682632083,22.707,6.1612,PASS,pd_abs_diff=0.000002 mt_abs_diff=0.000018
candidate_c,Candidate C (Candidate B + local-maxima proxy),candidateC_expanded2688,C_full,primary_2688_native_tf,True,2688,native_tf,example_data_topology_expanded_2688/wind_MR-HR.tfrecord,example_data_fixed/wind_MR-HR.tfrecord,L_uv + 0.01 L_speed + 0.05 L_grad + 0.25 L_levelset + 0.001 L_crit.,True,True,True,True,False,not_applicable,,data_out/wind_finetune_candidateC_expanded2688,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateC_expanded2688/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateC_expanded2688/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateC_expanded2688/dataSR.npy,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateC_expanded2688_eval/all_sample_metrics_candidateC_expanded2688.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateC_expanded2688_eval/pairwise_cnn_vs_candidateC_expanded2688.csv,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateC_expanded2688_topology/candidateC_expanded2688_pd_mt_distances.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateC_expanded2688_topology/candidateC_expanded2688_topology_comparison.csv,pd_distance_candidateC_expanded2688,mt_distance_candidateC_expanded2688,exact_method_suffixed_columns,docs/topology_finetuning_candidateC_expanded2688_eval.md,docs/topology_finetuning_candidateC_expanded2688_topology_eval.md,168,168,exact_0_167,unavailable_global_dependency (0/168),exact_0_167,exact,exact,exact,all_finite,22.494387345643272,6.080286664622171,22.4944,6.0803,PASS,pd_abs_diff=0.000013 mt_abs_diff=0.000013
uv_crit,UV + critical-maxima proxy,candidateUV_plus_crit_expanded2688,UV_crit,primary_2688_native_tf,True,2688,native_tf,example_data_topology_expanded_2688/wind_MR-HR.tfrecord,example_data_fixed/wind_MR-HR.tfrecord,L_uv + 0.001 L_crit (Candidate C minus the Candidate B scaffold).,False,False,False,True,False,not_applicable,"C-(B scaffold): ""Candidate C minus the Candidate B scaffold""",data_out/wind_finetune_candidateUV_plus_crit_expanded2688,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateUV_plus_crit_expanded2688/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateUV_plus_crit_expanded2688/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateUV_plus_crit_expanded2688/dataSR.npy,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateUV_plus_crit_expanded2688_eval/all_sample_metrics_candidateUV_plus_crit_expanded2688.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateUV_plus_crit_expanded2688_eval/pairwise_cnn_vs_candidateUV_plus_crit_expanded2688.csv,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateUV_plus_crit_expanded2688_topology/candidateUV_plus_crit_expanded2688_pd_mt_distances.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateUV_plus_crit_expanded2688_topology/candidateUV_plus_crit_expanded2688_topology_comparison.csv,pd_distance_candidateUV_plus_crit_expanded2688,mt_distance_candidateUV_plus_crit_expanded2688,exact_method_suffixed_columns,docs/topology_finetuning_candidateUV_plus_crit_expanded2688_eval.md,docs/topology_finetuning_candidateUV_plus_crit_expanded2688_topology_eval.md,168,168,exact_0_167,unavailable_global_dependency (0/168),exact_0_167,exact,exact,exact,all_finite,29.114333402447333,5.689883058979397,29.1143,5.6899,PASS,pd_abs_diff=0.000033 mt_abs_diff=0.000017
uv_e2,UV + repaired E2,candidateUV_plus_E2_tf_lowlambda_expanded2688,E2_uv,primary_2688_native_tf,True,2688,native_tf,example_data_topology_expanded_2688/wind_MR-HR.tfrecord,example_data_fixed/wind_MR-HR.tfrecord,"L_uv + 0.004 L_TTKCV + 0.002 L_TTKpers (repaired low-lambda E2, no B/C scaffold).",False,False,False,False,True,repaired_e2,"E-(C+B); also referenced as ""UV+E2-low""",data_out/wind_finetune_candidateUV_plus_E2_tf_lowlambda_expanded2688,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateUV_plus_E2_tf_lowlambda_expanded2688/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateUV_plus_E2_tf_lowlambda_expanded2688/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateUV_plus_E2_tf_lowlambda_expanded2688/dataSR.npy,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateUV_plus_E2_tf_lowlambda_expanded2688_eval/all_sample_metrics_candidateUV_plus_E2_tf_lowlambda_expanded2688.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateUV_plus_E2_tf_lowlambda_expanded2688_eval/pairwise_cnn_vs_candidateUV_plus_E2_tf_lowlambda_expanded2688.csv,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateUV_plus_E2_tf_lowlambda_expanded2688_topology/candidateUV_plus_E2_tf_lowlambda_expanded2688_pd_mt_distances.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateUV_plus_E2_tf_lowlambda_expanded2688_topology/candidateUV_plus_E2_tf_lowlambda_expanded2688_topology_comparison.csv,pd_distance_candidateUV_plus_E2_tf_lowlambda_expanded2688,mt_distance_candidateUV_plus_E2_tf_lowlambda_expanded2688,exact_method_suffixed_columns,docs/topology_finetuning_candidateUV_plus_E2_tf_lowlambda_expanded2688_eval.md,docs/topology_finetuning_candidateUV_plus_E2_tf_lowlambda_expanded2688_topology_eval.md,168,168,exact_0_167,unavailable_global_dependency (0/168),exact_0_167,exact,exact,exact,all_finite,25.072073820293586,5.593966117927006,25.0721,5.594,PASS,pd_abs_diff=0.000026 mt_abs_diff=0.000034
b_e2,Candidate B + repaired E2,candidateB_plus_E2_tf_lowlambda_expanded2688,E2_b,primary_2688_native_tf,True,2688,native_tf,example_data_topology_expanded_2688/wind_MR-HR.tfrecord,example_data_fixed/wind_MR-HR.tfrecord,"L_uv + 0.01 L_speed + 0.05 L_grad + 0.25 L_levelset + 0.004 L_TTKCV + 0.002 L_TTKpers (L_crit disabled, lambda_crit=0).",True,True,True,False,True,repaired_e2,"E-C; also referenced as ""TF B+E2-low""",data_out/wind_finetune_candidateB_plus_E2_tf_lowlambda_expanded2688,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateB_plus_E2_tf_lowlambda_expanded2688/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateB_plus_E2_tf_lowlambda_expanded2688/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateB_plus_E2_tf_lowlambda_expanded2688/dataSR.npy,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateB_plus_E2_tf_lowlambda_expanded2688_eval/all_sample_metrics_candidateB_plus_E2_tf_lowlambda_expanded2688.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateB_plus_E2_tf_lowlambda_expanded2688_eval/pairwise_cnn_vs_candidateB_plus_E2_tf_lowlambda_expanded2688.csv,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateB_plus_E2_tf_lowlambda_expanded2688_topology/candidateB_plus_E2_tf_lowlambda_expanded2688_pd_mt_distances.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateB_plus_E2_tf_lowlambda_expanded2688_topology/candidateB_plus_E2_tf_lowlambda_expanded2688_topology_comparison.csv,pd_distance_candidateB_plus_E2_tf_lowlambda_expanded2688,mt_distance_candidateB_plus_E2_tf_lowlambda_expanded2688,exact_method_suffixed_columns,docs/topology_finetuning_candidateB_plus_E2_tf_lowlambda_expanded2688_eval.md,docs/topology_finetuning_candidateB_plus_E2_tf_lowlambda_expanded2688_topology_eval.md,168,168,exact_0_167,unavailable_global_dependency (0/168),exact_0_167,exact,exact,exact,all_finite,23.98758167822224,5.677425131911323,23.9876,5.6774,PASS,pd_abs_diff=0.000018 mt_abs_diff=0.000025
c_e2,Candidate C + repaired E2,candidateE2_tf_lowlambda_expanded2688,E2_c,primary_2688_native_tf,True,2688,native_tf,example_data_topology_expanded_2688/wind_MR-HR.tfrecord,example_data_fixed/wind_MR-HR.tfrecord,L_uv + 0.01 L_speed + 0.05 L_grad + 0.25 L_levelset + 0.001 L_crit + 0.004 L_TTKCV + 0.002 L_TTKpers.,True,True,True,True,True,repaired_e2,"E; also referenced as ""TF C+E2-low""",data_out/wind_finetune_candidateE2_tf_lowlambda_expanded2688,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateE2_tf_lowlambda_expanded2688/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateE2_tf_lowlambda_expanded2688/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateE2_tf_lowlambda_expanded2688/dataSR.npy,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateE2_tf_lowlambda_expanded2688_eval/all_sample_metrics_candidateE2_tf_lowlambda_expanded2688.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateE2_tf_lowlambda_expanded2688_eval/pairwise_cnn_vs_candidateE2_tf_lowlambda_expanded2688.csv,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateE2_tf_lowlambda_expanded2688_topology/candidateE2_tf_lowlambda_expanded2688_pd_mt_distances.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateE2_tf_lowlambda_expanded2688_topology/candidateE2_tf_lowlambda_expanded2688_topology_comparison.csv,pd_distance_candidateE2_tf_lowlambda_expanded2688,mt_distance_candidateE2_tf_lowlambda_expanded2688,exact_method_suffixed_columns,docs/topology_finetuning_candidateE2_tf_lowlambda_expanded2688_eval.md,docs/topology_finetuning_candidateE2_tf_lowlambda_expanded2688_topology_eval.md,168,168,exact_0_167,unavailable_global_dependency (0/168),exact_0_167,exact,exact,exact,all_finite,24.268599327509868,5.662811040878296,24.2686,5.6628,PASS,pd_abs_diff=0.000001 mt_abs_diff=0.000011
f1_grad_e2,Candidate F: grad + repaired E2-low,candidateF_grad_E2_low_expanded2688,F_recombination,primary_2688_native_tf,True,2688,native_tf,example_data_topology_expanded_2688/wind_MR-HR.tfrecord,example_data_fixed/wind_MR-HR.tfrecord,L_uv + 0.05 L_grad + 0.004 L_TTKCV + 0.002 L_TTKpers.,False,True,False,False,True,repaired_e2,,data_out/wind_finetune_candidateF_grad_E2_low_expanded2688,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateF_grad_E2_low_expanded2688/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateF_grad_E2_low_expanded2688/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateF_grad_E2_low_expanded2688/dataSR.npy,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateF_grad_E2_low_expanded2688_eval/all_sample_metrics_candidateF_grad_E2_low_expanded2688.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateF_grad_E2_low_expanded2688_eval/pairwise_cnn_vs_candidateF_grad_E2_low_expanded2688.csv,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateF_grad_E2_low_expanded2688_topology/candidateF_grad_E2_low_expanded2688_pd_mt_distances.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateF_grad_E2_low_expanded2688_topology/candidateF_grad_E2_low_expanded2688_topology_comparison.csv,pd_distance_candidateF_grad_E2_low_expanded2688,mt_distance_candidateF_grad_E2_low_expanded2688,exact_method_suffixed_columns,docs/topology_finetuning_candidateF_grad_E2_low_expanded2688_eval.md,docs/topology_finetuning_candidateF_grad_E2_low_expanded2688_topology_eval.md,168,168,exact_0_167,unavailable_global_dependency (0/168),exact_0_167,exact,exact,exact,all_finite,23.838249287609397,5.656570005984533,23.8382,5.6566,PASS,pd_abs_diff=0.000049 mt_abs_diff=0.000030
f2_grad_levelset_e2,Candidate F: grad + level-set + repaired E2-low,candidateF_grad_levelset_E2_low_expanded2688,F_recombination,primary_2688_native_tf,True,2688,native_tf,example_data_topology_expanded_2688/wind_MR-HR.tfrecord,example_data_fixed/wind_MR-HR.tfrecord,L_uv + 0.05 L_grad + 0.25 L_levelset + 0.004 L_TTKCV + 0.002 L_TTKpers.,False,True,True,False,True,repaired_e2,,data_out/wind_finetune_candidateF_grad_levelset_E2_low_expanded2688,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateF_grad_levelset_E2_low_expanded2688/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateF_grad_levelset_E2_low_expanded2688/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateF_grad_levelset_E2_low_expanded2688/dataSR.npy,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateF_grad_levelset_E2_low_expanded2688_eval/all_sample_metrics_candidateF_grad_levelset_E2_low_expanded2688.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateF_grad_levelset_E2_low_expanded2688_eval/pairwise_cnn_vs_candidateF_grad_levelset_E2_low_expanded2688.csv,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateF_grad_levelset_E2_low_expanded2688_topology/candidateF_grad_levelset_E2_low_expanded2688_pd_mt_distances.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateF_grad_levelset_E2_low_expanded2688_topology/candidateF_grad_levelset_E2_low_expanded2688_topology_comparison.csv,pd_distance_candidateF_grad_levelset_E2_low_expanded2688,mt_distance_candidateF_grad_levelset_E2_low_expanded2688,exact_method_suffixed_columns,docs/topology_finetuning_candidateF_grad_levelset_E2_low_expanded2688_eval.md,docs/topology_finetuning_candidateF_grad_levelset_E2_low_expanded2688_topology_eval.md,168,168,exact_0_167,unavailable_global_dependency (0/168),exact_0_167,exact,exact,exact,all_finite,23.748107956316563,5.674229775156293,23.7481,5.6742,PASS,pd_abs_diff=0.000008 mt_abs_diff=0.000030
f3_grad_crit,Candidate F: grad + critical-maxima proxy,candidateF_grad_crit_expanded2688,F_recombination,primary_2688_native_tf,True,2688,native_tf,example_data_topology_expanded_2688/wind_MR-HR.tfrecord,example_data_fixed/wind_MR-HR.tfrecord,L_uv + 0.05 L_grad + 0.001 L_crit (no E2).,False,True,False,True,False,not_applicable,,data_out/wind_finetune_candidateF_grad_crit_expanded2688,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateF_grad_crit_expanded2688/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateF_grad_crit_expanded2688/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateF_grad_crit_expanded2688/dataSR.npy,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateF_grad_crit_expanded2688_eval/all_sample_metrics_candidateF_grad_crit_expanded2688.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateF_grad_crit_expanded2688_eval/pairwise_cnn_vs_candidateF_grad_crit_expanded2688.csv,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateF_grad_crit_expanded2688_topology/candidateF_grad_crit_expanded2688_pd_mt_distances.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateF_grad_crit_expanded2688_topology/candidateF_grad_crit_expanded2688_topology_comparison.csv,pd_distance_candidateF_grad_crit_expanded2688,mt_distance_candidateF_grad_crit_expanded2688,exact_method_suffixed_columns,docs/topology_finetuning_candidateF_grad_crit_expanded2688_eval.md,docs/topology_finetuning_candidateF_grad_crit_expanded2688_topology_eval.md,168,168,exact_0_167,unavailable_global_dependency (0/168),exact_0_167,exact,exact,exact,all_finite,22.017884447329436,5.984007384095873,22.0179,5.984,PASS,pd_abs_diff=0.000016 mt_abs_diff=0.000007
pilot_uv_cnn_finetune,Pilot: UV CNN fine-tune (168-sample),pilot_candidateUV,UV_control,historical_pilot,False,168,native_tf,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,baseline,,data_out/wind_finetune_pilot_candidateUV,/home/adadhwal/PhIRE/data_out/wind_finetune_pilot_candidateUV/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_pilot_candidateUV/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_pilot_candidateUV/dataSR.npy,,not_found,,,not_found,,,,no_source_file,docs/topology_finetuning_pilot_candidateUV_eval.md,docs/topology_finetuning_pilot_candidateUV_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,168-sample pilot scale; superseded by the expanded 672/1344/2688 UV ladder.
pilot_c_crit,Pilot: Candidate C / crit fine-tune (168-sample),pilot_candidateC,C_full,historical_pilot,False,168,native_tf,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,not_applicable,,data_out/wind_finetune_pilot_candidateC,/home/adadhwal/PhIRE/data_out/wind_finetune_pilot_candidateC/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_pilot_candidateC/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_pilot_candidateC/dataSR.npy,,not_found,,,not_found,,,,no_source_file,docs/topology_finetuning_pilot_candidateC_eval.md,docs/topology_finetuning_pilot_candidateC_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,168-sample pilot scale; superseded by the expanded 672/1344/2688 Candidate C ladder. Also confounded because the same 168 samples were used for both fine-tuning and evaluation.
pilot_d_pd_refiner,Pilot: Candidate D differentiable-PD refiner (168-sample),pilot_candidateD,D_original,historical_pilot,False,168,pytorch_residual_refiner,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,original_unrepaired,,data_out/wind_finetune_pilot_candidateD,/home/adadhwal/PhIRE/data_out/wind_finetune_pilot_candidateD/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_pilot_candidateD/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_pilot_candidateD/dataSR.npy,,not_found,,,not_found,,,,no_source_file,docs/topology_finetuning_pilot_candidateD_eval.md,docs/topology_finetuning_pilot_candidateD_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,Original 168-sample Candidate D (active differentiable PD loss); did not improve final TTK PD/MT. Superseded by the repair/audit sequence in docs/candidateD_E_topology_audit.md.
pilot_e_ttkcrit_refiner,"Pilot: Candidate E TTK critical-pair refiner (168-sample, original/unrepaired)",pilot_candidateE,E_original,historical_pilot,False,168,pytorch_residual_refiner,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,original_unrepaired,,data_out/wind_finetune_pilot_candidateE,/home/adadhwal/PhIRE/data_out/wind_finetune_pilot_candidateE/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_pilot_candidateE/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_pilot_candidateE/dataSR.npy,,not_found,,,not_found,,,,no_source_file,docs/topology_finetuning_pilot_candidateE_eval.md,docs/topology_finetuning_pilot_candidateE_topology_eval.md,0,0,no_data_found,no_data (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,,,,,no_expected_value,"Original 168-sample Candidate E before the VTI/vertex-mapping and target-convention repair that produced the E2 family; kept only for historical audit, not comparable to repaired E2."
uv_672,UV control (672-sample),candidateUV_expanded672,UV_control,secondary_scale_study,False,672,native_tf,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,not_applicable,,data_out/wind_finetune_candidateUV_expanded672,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateUV_expanded672/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateUV_expanded672/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateUV_expanded672/dataSR.npy,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateUV_expanded672_eval/all_sample_metrics_candidateUV_expanded672.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateUV_expanded672_eval/pairwise_cnn_vs_candidateUV_expanded672.csv,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateUV_expanded672_topology/candidateUV_expanded672_pd_mt_distances.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateUV_expanded672_topology/candidateUV_expanded672_topology_comparison.csv,pd_distance_candidateUV_expanded672,mt_distance_candidateUV_expanded672,exact_method_suffixed_columns,docs/topology_finetuning_candidateUV_expanded672_eval.md,docs/topology_finetuning_candidateUV_expanded672_topology_eval.md,168,168,exact_0_167,unavailable_global_dependency (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,29.874666225885584,6.289056996504466,,,no_expected_value,"Same objective as primary uv, different training scale (672 vs 2688 samples)."
candidate_b_672,Candidate B (672-sample),candidateB_expanded672,B_full,secondary_scale_study,False,672,native_tf,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,not_applicable,,data_out/wind_finetune_candidateB_expanded672,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateB_expanded672/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateB_expanded672/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateB_expanded672/dataSR.npy,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateB_expanded672_eval/all_sample_metrics_candidateB_expanded672.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateB_expanded672_eval/pairwise_cnn_vs_candidateB_expanded672.csv,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateB_expanded672_topology/candidateB_expanded672_pd_mt_distances.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateB_expanded672_topology/candidateB_expanded672_topology_comparison.csv,pd_distance_candidateB_expanded672,mt_distance_candidateB_expanded672,exact_method_suffixed_columns,docs/topology_finetuning_candidateB_expanded672_eval.md,docs/topology_finetuning_candidateB_expanded672_topology_eval.md,168,168,exact_0_167,unavailable_global_dependency (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,23.70939327904171,6.31236488762356,,,no_expected_value,"Same objective as primary candidate_b, different training scale."
candidate_c_672,Candidate C (672-sample),candidateC_expanded672,C_full,secondary_scale_study,False,672,native_tf,n/a (not resolved for secondary tier),example_data_fixed/wind_MR-HR.tfrecord,See docs/*_notes.md for this candidate family; not resolved in detail for the secondary tier.,,,,,,not_applicable,,data_out/wind_finetune_candidateC_expanded672,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateC_expanded672/idx.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateC_expanded672/dataGT.npy,/home/adadhwal/PhIRE/data_out/wind_finetune_candidateC_expanded672/dataSR.npy,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateC_expanded672_eval/all_sample_metrics_candidateC_expanded672.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateC_expanded672_eval/pairwise_cnn_vs_candidateC_expanded672.csv,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateC_expanded672_topology/candidateC_expanded672_pd_mt_distances.csv,exact_path,/home/adadhwal/PhIRE/ttk_runs_fixed/topology_finetuning/candidateC_expanded672_topology/candidateC_expanded672_topology_comparison.csv,pd_distance_candidateC_expanded672,mt_distance_candidateC_expanded672,exact_method_suffixed_columns,docs/topology_finetuning_candidateC_expanded672_eval.md,docs/topology_finetuning_candidateC_expanded672_topology_eval.md,168,168,exact_0_167,unavailable_global_dependency (0/168),not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,not_checked_secondary_tier,23.958009685811906,6.0765061520394825,,,no_expected_value,"Same objective as primary candidate_c, different training scale."
